,Review_text,Sentiment_NLTK_numeric
6480,Low prices and very good articleREAD MORE,1
6481,very bad shuttle because hiii dammage with in a one gameREAD MORE,0
6483,Worth of money product only for rs 675 on sale really I loved this awesomeREAD MORE,1
6484,wonderful productREAD MORE,1
6485,excellent productREAD MORE,1
6487,good one for indore gamesREAD MORE,1
6488,good qualityREAD MORE,1
6489,Good Packaging and good productREAD MORE,1
6490,waste prouctREAD MORE,0
6491,good shuttlesREAD MORE,1
6492,Good shuttle for outdoor advance player..After 2 days it slightly heavierREAD MORE,1
6493,Good service thankREAD MORE,1
6494,Super I'm very HappyREAD MORE,1
6495,nice good quality product.READ MORE,1
6496,quality is low but okeyREAD MORE,0
6498,product is very good but worst packing by flipkart product got damage because of packing .READ MORE,0
6499,Great shuttle but wised if it’s more durableREAD MORE,1
6500,quality not good as expectedREAD MORE,0
6503,delivery on tym.... satisfy with productsREAD MORE,1
6506,awesome as usualREAD MORE,1
6507,original shuttle carkREAD MORE,1
6510,Received packed was crushed at flat cap  due to which one shuttle was pressed & uselessREAD MORE,0
6512,good product but lost 2 shuttles in 5 days not for professionalsREAD MORE,0
6513,"Best suitable for indoor practice , durable and value for money.READ MORE",1
6515,"delivered on time and good product, giving review after completely usedREAD MORE",1
6516,this is a bad productREAD MORE,0
6517,good oneREAD MORE,1
6518,Nice product tiemly provided....READ MORE,1
6520,good product valuableREAD MORE,1
6522,good one and with cheaper pricrREAD MORE,1
6523,defective productREAD MORE,0
6524,Good quality shuttle...bad packing while delivery..tin was twisted due to the tight packing...hope better delivery next timeREAD MORE,1
6525,super productREAD MORE,1
6526,Good quality I suggest you.....READ MORE,1
6528,flipkart assured always the best😁READ MORE,1
6529,There is no dpubt that mavis 350 is one of the best shuttlecocks in this price range... I always purchase this for playing match with friends...i am happy with flipkartREAD MORE,1
6530,it is better than previous ones. I have purchased it before also via flipkart but that was worst. but I like it. go for it ..READ MORE,0
6532,felt it's pretty slowREAD MORE,1
6533,Product is good but delaye deliveredREAD MORE,1
6534,"Not Good Quality of product, not as per Yonex stander.after few games only, product gets damaged.READ MORE",0
6535,best of bestREAD MORE,1
6537,nice product must buyREAD MORE,1
6541,Product is good.. but the packaging wasn't being taken care off properly. The box which I received was a bit squeezed from two sides damaging one shuttle inside the box.READ MORE,0
6545,These days Mavis 350 shuttlebox containing duplicate shuttles. Got 3 shuttles as lite weight which are not suitable to play. Other 3 shuttles are good. Purchased 2 shuttleboxes and both are same. Not sure if it is the problem with Flipkart seller or manufacturing problemREAD MORE,0
6549,the shuttle  damaging after few gamesREAD MORE,0
6555,go for.it original product 😍READ MORE,1
6557,Quality of the shuttle is not at all good after playing for 15-20 min got breakage in the middle of the shuttle and breakage in the cork made us dissatisfied with the product....READ MORE,0
6558,Good one. Received original product.  Thanks to FlipkartREAD MORE,1
6559,Good qualityREAD MORE,1
6566,good as alwayREAD MORE,1
6568,"awesome, original & fresh productREAD MORE",1
6570,very nice thnks for flipkartREAD MORE,1
6572,Best value for price...... Better than any shutttleREAD MORE,1
6577,nice shuttleREAD MORE,1
6579,Good product....READ MORE,1
6581,Satisfied with the productREAD MORE,1
6582,this is good shuttle but i found mavis 2000 more durable...READ MORE,1
6583,The box of shuttle was dented. seems like the delivery boy has kept lots of items on it and the box shape was distorted. shuttles are fine.READ MORE,0
6584,best qualityREAD MORE,1
6588,Nceee one and useful for Intermediate ppl'sREAD MORE,1
6589,"competitive price, fast deliveryREAD MORE",1
6590,good shuttleREAD MORE,1
6592,Best Shuttle Ever For Basminton...READ MORE,1
6595,superb quality ....i satisfied thanks to flip kart..READ MORE,1
6596,Wonderful shuttlesREAD MORE,1
6597,tnx to teamREAD MORE,1
6599,Good quality...New stockREAD MORE,1
6600,online purchased yonex Mavis 350 is not Good quality.... don't purchase ...READ MORE,0
6601,nice qualotyREAD MORE,1
6602,Authentic product... new stock... great price ... bought at 610 ...READ MORE,1
6605,Poor quality materialREAD MORE,0
6607,Packing was pathetic. Completely damaged..box was broken... Slightly damaged cork.. Never expected this from flipkartREAD MORE,0
6609,Good productREAD MORE,1
6610,"replacement came bit late, perfect shuttle with perfect priceREAD MORE",1
6612,Excellent for Badminton court.. And especially  beginnersREAD MORE,1
6613,good productREAD MORE,1
6615,superb niceREAD MORE,1
6617,"delivery is too bad .,,...but product is goodREAD MORE",0
6621,low qualityREAD MORE,0
6623,The shuttles look genuine but are suuuperrrrr slow. Can't play with them. Really disappointed.READ MORE,0
6624,Very bad quality shuttle.....and very very pathetic packing....READ MORE,0
6629,Best buy. Good quality Shuttle. No cons.READ MORE,1
6630,very bad qualityREAD MORE,0
6631,Good quality..READ MORE,1
6632,very much delayed delivery. product is genuine.READ MORE,0
6633,nice shuttleREAD MORE,1
6635,All shuttles were in good condition.READ MORE,1
6637,nice product and speedy deliveryREAD MORE,1
6639,The box had got crushed in the cardboard box. Please don't pack in thin cardboard boxes. Instead pack it in plastic covers along with the bubble sheet wrapped around the box. This way the shuttles won't get damaged. Slightly out of shape......the shuttlles will not perform at all... So next time I order shuttles I expect a proper delivery without damage or else I will return.READ MORE,1
6640,"Out of 6 shuttle , 4 of them were good,  2 of them were bad.READ MORE",1
6641,Nice productsREAD MORE,1
6642,good qualityREAD MORE,1
6643,Nice product by FlipkartREAD MORE,1
6645,it's original. You can check it on Yonex website. and it is definitely at lower price than nearby shopsREAD MORE,1
6646,superb product and delivered before expected dateREAD MORE,1
6647,I am a regular user of this product. I am happy that i bought it on deal.READ MORE,1
6648,"Very good, slow shuttle speed like pro shuttles. Balanced , durable.Go for it.READ MORE",1
6651,bad qualityREAD MORE,0
6653,nice shuttleREAD MORE,1
6654,awesome productREAD MORE,1
6655,Good productREAD MORE,1
6657,Quality is not good enoughREAD MORE,0
6658,Best shuttle out there for every talent group.READ MORE,1
6659,I always preffered Mavis 350 Slow for My indoor Court. Best one 👌👌READ MORE,1
6661,As expected nice quality and quantity.READ MORE,1
6663,Product is in good condition and received on timely also the behaviour of the sales is very politeREAD MORE,1
6664,Good and fast shuttle..lasts longREAD MORE,1
6666,nice shuttles.... although it gets bit fast after few shotsREAD MORE,1
6669,For daily practice the best shuttle you can have. Very SatisfiedREAD MORE,1
6670,Very nice shuttles compared to other shuttles it's very goodREAD MORE,1
6671,great price 609 and good qualityREAD MORE,1
6672,good ... just used one but it lasted long... as little experienced find the slowing down of cork little awkwardREAD MORE,1
6673,flirty quality corckREAD MORE,1
6674,very worst quality after playing 2 to 3 games cork HOVERINGREAD MORE,0
6675,"product is good, but worst customer service took them 2 weeks to deliver itREAD MORE",0
6677,poor qualityREAD MORE,0
6679,Long durable  superb ShuttleREAD MORE,1
6686,"Worth to buy, lasting for two days for two hours of play.READ MORE",1
6687,good value for moneyREAD MORE,1
6688,Good product... long lastingREAD MORE,1
6689,Good.. Nice quality and useful priceREAD MORE,1
6690,Super Excellent product at best price.... It also original verified....READ MORE,1
6694,nice productREAD MORE,1
6695,it's worth of moneyREAD MORE,1
6698,"The product is awesome, got the delivery in 2 days.READ MORE",1
6699,good cualityREAD MORE,1
6702,The best shuttleREAD MORE,1
6703,Excellent productREAD MORE,1
6706,Good proddectREAD MORE,1
6707,really nice.....very durable and nice quality al well... perfect for practicing professional and for regular use tooREAD MORE,1
6712,Quality of product is very poor. Green cap is recommended for slow. But It was fast while playingREAD MORE,0
6714,nice oneREAD MORE,1
6715,slow shuttle with good flight and superb accuracy.READ MORE,1
6719,Many a time when I buy shuttlecocks from elsewhere it starts wobbling after a match or so. But these shuttles were great. A single shuttle  easily last around 10 matches. Reliable I would say! And on time delivery by Flipkart.READ MORE,1
6720,Very nice quality and especially for indoor this colored ones helps for better Visibility.READ MORE,1
6721,nice productREAD MORE,1
6722,A couple of shuttles had more speed than expected. Overall good product.READ MORE,1
6725,its a very good productREAD MORE,1
6726,always preferred choice this one...I like itREAD MORE,1
6727,good quality but on the slower side even for outdoor.READ MORE,1
6728,excellent product thanksREAD MORE,1
6730,product is as expected. but the one that I am very satisfied is with the delivery. ordered the night before and received the product in hand by 8AM next day. 5/5 to the seller for quick deliveryREAD MORE,1
6733,Excellent product with very fast delivery ...wonderful service Flip KartREAD MORE,1
6739,better 👍READ MORE,1
6740,PRODUCT IS OF VERY GOOD QUALITY BUT PROPER ATTENTION SHOULD BE GIVEN TO DELICATE ITEMS DURING TRANSPORTATION.READ MORE,1
6741,good qualityREAD MORE,1
6742,Good product.Worth for priceREAD MORE,1
6745,Very good product..READ MORE,1
6747,this is original yonex good shuttle lasts long and flight path is excellent for outdoorsREAD MORE,1
6748,Nice productREAD MORE,1
6749,fast delivery ....thanks fksuper original productsREAD MORE,1
6750,nice productREAD MORE,1
6752,packing of the box is not good one of the shuttle got tear due to worst packingREAD MORE,0
6753,nice productREAD MORE,1
6754,Good productREAD MORE,1
6755,no words... simply superbREAD MORE,0
6759,best shuttle thanku flippant ☺😊😇😇READ MORE,1
6761,"I honestly had a bad experience with it. The shuttles looked fine but after 3-4 games, I would say intermediate level, it started tearing off.READ MORE",1
6762,Happy with this productREAD MORE,1
6767,It is best product. I am using it from one month it is still goodREAD MORE,1
6769,I am playing from 3 yrs and I got this the best shuttleREAD MORE,1
6770,It's very fast shuttle But after playing 1 day its okREAD MORE,1
6771,overall good but some times shuttles are way fast to play i.e I used to order 4 pack a month and every 1 or 2 month 1 of the pack all the shuttles are having this issue may be duplicate..READ MORE,1
6772,nice corkREAD MORE,1
6773,good oneREAD MORE,1
6775,Good shuttle for indoor use. We are a bunch of intermediate to advances shuttlers and the flight of these greencap shuttles is good. There can be some variation though from one box to another in the speed.The shuttle lasts a long time and that can be a problem because the flight pattern changes after say 12-15 games. So you may want to toss the shuttle once it reaches that stage.Overall a very good value for money plastic shuttle that plays somewhat similar to feather but lasts a lot lon...READ MORE,1
6777,found genuine and delivered well on time.READ MORE,1
6780,the shuttle was not good very slow and it broke in 1 day one shuttle . where was I purchased offline it was going for 3 daysREAD MORE,0
6782,original one good qualityREAD MORE,1
6783,Long lasting. Good Quality. This shuttle is good for begineers.READ MORE,1
6784,Good productREAD MORE,1
6786,the shuttlecock speed is fast compared to what my friend's bought. I doubt the quality of the packREAD MORE,0
6787,Product Good... But delivery delay in Bangalore city inside itself...HmmREAD MORE,0
6789,product is too much good but packaging are not good. please improve your packaging sir/mam.....ThankuREAD MORE,1
6790,"very bad, cheap quality, high cost, watage of money.READ MORE",0
6791,"good ,it's originalREAD MORE",1
6792,Durability of MAVIS 350 SHUTTLE CORKS is not to the expected level now the quality has decreased please check and revert backREAD MORE,1
6793,Buying yonex online will always benefit you cost wise. My only complaint is that the box was a bit squashed due to transportation.READ MORE,1
6794,very much durable for Rs.701  its awesome ...very durable ..READ MORE,1
6795,love itREAD MORE,1
6796,best shuttle in this price range .but this one was very bad whole box lasted only for 18 days .as I am regular buyer this box lasts for minimum of 40 days.but maybe the old stock was given this time . although the best product in this price tangeREAD MORE,1
6797,Good stuff.READ MORE,1
6800,Good product...READ MORE,1
6801,"packing not Well, your packing not protect to productREAD MORE",0
6802,good oneREAD MORE,1
6803,shipping was not handled well and shuttles overturned by thatREAD MORE,0
6804,"plastic cover was torn slightly, product goodREAD MORE",0
6805,good productREAD MORE,1
6807,Nice Shuttles.READ MORE,1
6809,product is good but service is worstREAD MORE,1
6810,good shuttle close to feather speedREAD MORE,1
6811,Genuine product. Great delivery time. Totally Satisfied.READ MORE,1
6812,super qualityREAD MORE,1
6813,Recive original product thanksREAD MORE,1
6814,packing and parsal both are good qualityREAD MORE,1
6816,good qualityREAD MORE,1
6820,Good productREAD MORE,1
6821,"Good, but looks like old stockREAD MORE",1
6823,good oneREAD MORE,1
6825,"some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.READ MORE",1
6826,Its original. Verified by its scratch code.READ MORE,1
6827,same good qualityREAD MORE,1
6828,nice app reliable and genuine products are delivered  thanksREAD MORE,1
6829,Shuttle is too slow not as what we get from the offline marketREAD MORE,0
6831,Great product. But charges was high in online purchases near by sports shopREAD MORE,0
6834,good productREAD MORE,1
6835,good qualityREAD MORE,1
6836,it's good productREAD MORE,1
6837,Good and very fast deliveryREAD MORE,1
6838,good price 700/-READ MORE,1
6840,Fantastic Quality!READ MORE,1
6843,great and cheap as per marketREAD MORE,1
6844,As always a good PickREAD MORE,1
6845,nice product...u can go for itREAD MORE,1
6847,Good productREAD MORE,1
6848,this is the best ever i have recieved everREAD MORE,1
6849,Gud shuttle... Worth the penny...READ MORE,1
6850,good in lessREAD MORE,1
6852,"excellent quality, strong shuttle for practice, very much durableREAD MORE",1
6853,very worst shuttle comeREAD MORE,0
6854,Good product. Genuine. Delivery on time.READ MORE,1
6856,nice oneREAD MORE,1
6858,"worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and sellerREAD MORE",0
6859,Good productREAD MORE,1
6860,Very poor quality shuttles. Not withstanding even one hour singles gameREAD MORE,0
6861,there are 2 damaged shuttles out of 6..not satisfiedREAD MORE,0
6864,Awesome productREAD MORE,1
6867,ok seems okREAD MORE,1
6869,good qualityREAD MORE,1
6870,These shuttles are different compared with what we buy from showroom.. Don't know the exact reason. These shuttles look like cheaper quality. That's why a three star...READ MORE,1
6871,good conditionREAD MORE,1
6877,thank youREAD MORE,1
6879,suttles are good but packing is very poorREAD MORE,1
6881,These are really nice shuttle under a good price range.READ MORE,1
6882,good qualityREAD MORE,1
6883,nice one...READ MORE,1
6884,good productREAD MORE,1
6885,nice and durable..slow speedREAD MORE,1
6886,Bad qualityREAD MORE,0
6887,I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.READ MORE,1
6889,good qualityREAD MORE,1
6890,it was good product niceREAD MORE,1
6891,good qualityREAD MORE,1
6892,nice product. Reached earlier than expectedREAD MORE,1
6893,good oneREAD MORE,1
6894,Good quality..READ MORE,1
6896,its a good productREAD MORE,1
6898,good product. Thanks for fast delivery.READ MORE,1
6903,Nice good priceREAD MORE,1
6905,Very competitive price. Fast delivery.READ MORE,1
6907,Nice productREAD MORE,1
6909,"good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.READ MORE",1
6910,Hope the price remains same.Mavis 350 Oginal product. 👍READ MORE,1
6912,bad qualityREAD MORE,0
6913,OK niceREAD MORE,1
6915,great productREAD MORE,1
6917,recommended to friend ..genuine productREAD MORE,1
6918,best quality.READ MORE,1
6919,best for the intermediate playerREAD MORE,1
6920,good dealREAD MORE,1
6922,very good productREAD MORE,1
6923,it's a nice product by YonexREAD MORE,1
6924,nice products and thanks flipcart... for deliveryREAD MORE,1
6925,Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.READ MORE,0
6927,super shuttleREAD MORE,1
6928,Very happy with the product ☺️READ MORE,1
6930,awesome nice productREAD MORE,1
6933,very nice productREAD MORE,1
6934,nice oneREAD MORE,1
6936,Very good & nice productREAD MORE,1
6937,Good qualityREAD MORE,1
6938,product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging aREAD MORE,0
6940,fast delivery and nice productREAD MORE,1
6942,Ideal Good bestREAD MORE,1
6944,Perfect oneREAD MORE,1
6945,Good productREAD MORE,1
6946,It is very good or u can say best also. I fell in water many time and its still working the bestREAD MORE,1
6947,Got original product from flip cartREAD MORE,1
6948,Thanks for speed dileviredREAD MORE,1
6954,got the best price...thanks FKREAD MORE,1
6958,Excellent delivered productREAD MORE,1
6960,Thank you flip card for the best product. Though it was my first shopping still then it was awesome.READ MORE,1
6961,best shuttle everREAD MORE,1
6962,"fantastic original product, if you are having a doubt, just don't worry, go for it .READ MORE",1
6964,Nice product.. Delivered on time.. Thank you flipkartREAD MORE,1
6965,good for practice...READ MORE,1
6966,no doubt universally the best.READ MORE,0
6967,Nice and original one.. Go. For itREAD MORE,1
6968,this product is amazing I love itREAD MORE,1
6969,good product ...READ MORE,1
6970,a good one ..nice durabilityREAD MORE,1
6971,"Good, faster delivery... Thanks flipkart...READ MORE",1
6972,worth of moneyREAD MORE,1
6975,it's a genuine and of good quality. go for itREAD MORE,1
6978,Good product with on time delivery. Loved it.READ MORE,1
6979,i was ordered 2 pillars one was damaged but shuttle is goodREAD MORE,0
6982,nice productREAD MORE,1
6983,awesome product loved itREAD MORE,1
6984,"Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.READ MORE",0
6985,Great shuttles....Even better than the ones available in the shops right now..READ MORE,1
6986,Good quality shuttles were delivered and I am happy with the purchaseREAD MORE,1
6989,value for moneyREAD MORE,1
6990,shipped within 24 hours. thanks for the quick deliveryREAD MORE,1
6991,really worth paying..best suited for outdoor and indoor as wellREAD MORE,1
6992,"Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.READ MORE",1
6996,very nice shuttleREAD MORE,1
6997,good productREAD MORE,1
6998,Good. User friendlyREAD MORE,1
7000,durable and happy with this product.READ MORE,1
7001,good qualityREAD MORE,1
7002,nice productREAD MORE,1
7003,good qualityREAD MORE,1
7006,Nice shuttleREAD MORE,1
7008,good shuttlecock.... Can play 8-9 regerous games....READ MORE,1
7010,good one.READ MORE,1
7011,Value for moneyREAD MORE,1
7012,Nice cpcks working goodREAD MORE,1
7016,good product at  low cost in comparision to marketREAD MORE,1
7018,genuine. good product and serviceREAD MORE,1
7020,Very good for both professionals and for training alsoREAD MORE,1
7021,Thank you. Nice to have at that price.READ MORE,1
7022,good product in low priceREAD MORE,1
7023,excellent product.simply we get cheaper than market.READ MORE,1
7024,very good. rate relatively lessREAD MORE,1
7025,thanks to flipkartREAD MORE,1
7026,good productREAD MORE,1
7027,good productREAD MORE,1
7031,gud nice product better to play for training purposesREAD MORE,1
7032,Good for intermediate players. A shuttle lasts for 4 to 6 games.READ MORE,1
7033,Received Original productREAD MORE,1
7035,Good Shuttle for BeginnersREAD MORE,1
7037,Best productREAD MORE,1
7038,good productREAD MORE,1
7039,Perfect for meREAD MORE,1
7040,Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.READ MORE,1
7043,"prfect product, perfect delivery.READ MORE",1
7045,Superb product and love the fast serive of flipkartREAD MORE,1
7046,Get Best priceREAD MORE,1
7049,"Nice product,READ MORE",1
7051,best shuttleREAD MORE,1
7052,Good  for Daily practiceREAD MORE,1
7053,Excellent product.READ MORE,1
7056,good productREAD MORE,1
7058,nice productREAD MORE,1
7060,On time delivery and 699/- is a good price.READ MORE,1
7061,Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.READ MORE,1
7065,"Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.READ MORE",1
7066,"perfectly suitable for outdoor, but there is not much diff with local storesREAD MORE",1
7067,Awesome product at this price and amazing services. Love you Flipkart.READ MORE,1
7068,bad productREAD MORE,0
7071,Marvelous goodREAD MORE,1
7072,"product is OK, nicely packed.READ MORE",1
7073,This is duplicate product Shuttles are too fast like Red capPls dont buyREAD MORE,1
7074,"packing was awesome,no destruction in shuttle,great service,READ MORE",0
7077,We are playing with mavis 350 from last 5 years. I am buying mavis 350 from flipkart since last 3 years. Off late the quality of shuttles have degraded. The shuttles bought from flipkart are not slow as expected and are quite fast which makes them useless in hardly a game or two. The same when bought from store does not have such problem. This makes me doubt about the quality of shuttles.READ MORE,0
7078,good oneREAD MORE,1
7079,good qualityREAD MORE,1
7082,Simply the best oneREAD MORE,1
7083,Nice one long lastingREAD MORE,1
7084,nice no wobbling  fly is perfect its orginal and some one boxes quality is badREAD MORE,1
7086,on time delivery. The product is original. 100% genuine.READ MORE,1
7087,"The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699READ MORE",1
7090,NYC and original shuttle.READ MORE,1
7091,condition is good but is available in market on the same priceREAD MORE,1
7095,Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero starsREAD MORE,0
7096,"I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.READ MORE",0
7097,"good quality, durable and lasting..READ MORE",1
7099,good productREAD MORE,1
7102,"Excellent,  but price should be a little bit less.READ MORE",1
7103,good n genuine productREAD MORE,1
7104,"very fast delivery,  thanks flipcartREAD MORE",1
7111,Good one in the pack one or two are not having the correct flightREAD MORE,1
7112,good one. neat packaing..fast deliveryREAD MORE,1
7113,Magnificent ProductsREAD MORE,1
7114,After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkartREAD MORE,1
7115,gd product.. value for moneyREAD MORE,1
7117,good for regular usage in indoorREAD MORE,1
7119,nice oneREAD MORE,1
7120,very good productREAD MORE,1
7123,The quality is so good. We are professional but still it lasts for long time.READ MORE,1
7124,best quality in low priseREAD MORE,1
7125,thanks flipkartREAD MORE,1
7129,its good productREAD MORE,1
7131,good shuttleREAD MORE,1
7133,Bad productREAD MORE,0
7135,worst shuttle waste of moneyREAD MORE,0
7140,Poor qualityREAD MORE,0
7142,"I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxesREAD MORE",0
7144,Good but. Old stock productsREAD MORE,1
7147,good quality thank you FlipkartREAD MORE,1
7148,these shuttles are as good as feather shuttle in flight and life is good as wellREAD MORE,1
7149,very good product....READ MORE,1
7150,"Express delivery,. good keep it upREAD MORE",1
7151,Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..READ MORE,1
7152,good qualityREAD MORE,1
7153,nice for people who paly regularly massive shots last long and goofREAD MORE,1
7154,Good qualityREAD MORE,1
7156,Not genuine but ok for intermediate playersREAD MORE,0
7158,this product was very good . quality is very good .but delivery was too lateREAD MORE,1
7159,Good I  am going to try and get a few things in this cartREAD MORE,1
7160,good productREAD MORE,1
7163,Good product and Fast delivery.I like FlipkartREAD MORE,1
7164,Nice productREAD MORE,1
7165,Good product to haveREAD MORE,1
7169,original product delivered by sallerREAD MORE,1
7170,Nice and goodREAD MORE,1
7173,very good product and nice sellerREAD MORE,1
7175,Really good product..but all shuttles are not of same qualityREAD MORE,1
7176,"great shuttle, durable & perfect balanced...READ MORE",1
7179,Good product.. All good.READ MORE,1
7181,Original ProductsREAD MORE,1
7182,Good one as expected.READ MORE,1
7184,As usual Great. On-time delivery.READ MORE,1
7186,thank you .... Nice productREAD MORE,1
7187,Good quality...READ MORE,1
7188,Wonderful product!!READ MORE,1
7189,I was sent with a broken seal box and used shuttles.. very disappointed.READ MORE,0
7191,Nice and original productREAD MORE,1
7193,Nice 350READ MORE,1
7194,Good priceREAD MORE,1
7195,good quality with reasonable priceREAD MORE,1
7196,I have received it in time. But doubtful if its original or notREAD MORE,0
7197,best shuttle for middle class people :DREAD MORE,1
7199,"Good Product , Value for money.READ MORE",1
7200,Awsm product. Shuttles are very strong love to play with it.READ MORE,1
7201,"Good product , bought this product many times but sometimes I can clearly see the product to product variationREAD MORE",1
7202,good productREAD MORE,1
7204,very good and fresh stockREAD MORE,1
7206,Good packing and orginal yonex product..READ MORE,1
7207,good productREAD MORE,1
7208,perfect for outdoor tooREAD MORE,1
7210,Good product . but delay in delivery.READ MORE,0
7211,Nice ProductREAD MORE,1
7212,A better rate than in open market.READ MORE,1
7213,For outdoor it is best good for playing matches with friendsREAD MORE,1
7215,very nice productsREAD MORE,1
7218,Quick delivery Well doneREAD MORE,1
7219,Good genuine productREAD MORE,1
7220,"Nice, good, fast delivery, low priceREAD MORE",1
7223,Excellent quality...as expected!READ MORE,1
7225,produt is good but delivery is very very bad......shameREAD MORE,1
7226,Nice productREAD MORE,1
7227,good oneREAD MORE,1
7228,Good and best priceREAD MORE,1
7230,well made shuttles. may last 2 months eachREAD MORE,1
7231,genuine product and quality is good. Thanks FlipkartREAD MORE,1
7232,"Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.READ MORE",1
7234,"best quality. quality products, quick delivery, very happy.READ MORE",1
7235,Good oneREAD MORE,1
7237,"package was perfectly packed, but in transition got slight damage in outer box onlyREAD MORE",0
7238,Superb quality..got my money's worth...thank you!READ MORE,1
7239,totally satisfied with the productREAD MORE,1
7242,No worries.Good packing.Didnt face any issue with the product.READ MORE,0
7243,very bad shuttle and heavy weightREAD MORE,0
7246,Very nice packed and fast delivery good filpkartREAD MORE,1
7248,good productREAD MORE,1
7252,Delivered before time. Very good deal. Awaiting such more deals.READ MORE,1
7255,Very good qualityREAD MORE,1
7257,Super Fast delivery and also best quality shuttlecocksREAD MORE,1
7260,It is a brilliant productREAD MORE,1
7261,the shuttles are not good and the quality is also not goodREAD MORE,0
7262,Good oneREAD MORE,1
7264,original qualityREAD MORE,1
7265,Long lasting. Better performanceREAD MORE,1
7268,"Must say, these are the nicest shuttles for the price I paid. Long lasting.READ MORE",1
7270,Good productREAD MORE,1
7272,These are Good For Who can't afford FeathersREAD MORE,1
7273,Value for moneyREAD MORE,1
7275,Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.READ MORE,0
7277,Great productREAD MORE,1
7278,excellent for practice...!READ MORE,1
7279,Nice product and durabilityREAD MORE,1
7280,Genuine product. Very fine quality.READ MORE,1
7281,good  as expectedREAD MORE,1
7282,value for moneyREAD MORE,1
7283,Awesome! and Excellent packaging for delicate item. Full marks to flipkart :)READ MORE,1
7284,Very cheap nd good shuttleREAD MORE,1
7285,good qualityREAD MORE,1
7286,Nice product..seems originalREAD MORE,1
7288,good shuttle....worth the moneyREAD MORE,1
7290,Worst qualityREAD MORE,0
7291,Love Flipkart for wonderful offer and the delivery was great without damaging the delicate itemREAD MORE,1
7293,good productREAD MORE,1
7294,Good quality...READ MORE,1
7295,Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanksREAD MORE,1
7297,good product superbREAD MORE,1
7298,good product and timly deliverREAD MORE,1
7299,super fast delivery by Flipkart. simply awesomeREAD MORE,1
7301,good  productREAD MORE,1
7305,Not nice brake very fastREAD MORE,0
7308,Nice product.READ MORE,1
7311,Good ..Lasts couple of matchesREAD MORE,1
7312,Nice product in best priceREAD MORE,1
7313,"no comments, now a days shuttle quality is less only they doing it for business purposesREAD MORE",0
7314,good but price increasedREAD MORE,1
7315,Useful Product...  Worth for MoneyREAD MORE,1
7316,Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.READ MORE,1
7318,Good qualityREAD MORE,1
7319,awesome product with discountREAD MORE,1
7320,Shuttles are fine like normal ones and delivered on timeREAD MORE,1
7321,amazing cashback from phonepe.READ MORE,1
7322,best qualityREAD MORE,1
7325,Nice prodectREAD MORE,1
7326,Very good on dry weatherREAD MORE,1
7328,awesome Flipkart gives always value money it is oneREAD MORE,1
7329,Best productREAD MORE,1
7330,Good not betterREAD MORE,1
7331,Nice 1READ MORE,1
7336,nice dealREAD MORE,1
7337,Good product..  Nice quality....READ MORE,1
7339,Good product thanksREAD MORE,1
7343,best productREAD MORE,1
7344,"Shuttle base is very poor, Recent shuttles comes with porous wood which gets withered away in a few days.READ MORE",0
7348,Good one .but not the same weight ..from the one we get from shop..but lasts.moreREAD MORE,1
7349,Good very lastingREAD MORE,1
7350,Good product. Long lasting.READ MORE,1
7352,awesome productREAD MORE,1
7354,Very good productREAD MORE,1
7355,The quality of the shuttles were really good and each one lasts a week. I am really happy that i got a original yonex product because fake shuttles have become very common todayREAD MORE,1
7357,nice productREAD MORE,1
